id_usuario,pagina,region,dispositivo,conversion,gasto,clics
74dd18f7-eb51-49c4-aad4-4d7e96b34e3c,A,Norte,Mobile,1,85.52,77
c79b9277-e8c0-44b1-93f2-494dadea03cf,B,Centro,Mobile,0,0,0
84c82694-ef1b-4b49-b240-dabcbd444eea,B,Norte,Desktop,0,0,0
d6775089-c730-4378-9bb3-4e8dc1e9624b,A,Centro,Desktop,0,0,0
73710fa8-ab07-4c5b-88db-7212d6a48bff,B,Centro,Mobile,1,65.25,58
870d6a99-7028-444f-91de-95a3e480f5a5,B,Centro,Desktop,0,0,0
feb13b89-9b50-4f45-afbc-6bd3afe842a4,B,Centro,Mobile,0,0,0
f0d49806-df56-4898-b686-8afc4924d8bb,B,Norte,Desktop,0,0,0
4b79d956-a00a-4e14-924d-2ad076483055,B,Sur,Desktop,1,92.87,93
da89d1a7-fc6f-41e1-87b8-60a074010ab0,B,Norte,Desktop,1,89.58,90
666f72ed-ae41-480a-ac34-4ac9027fba93,A,Sur,Mobile,0,0,0
cbde45b3-8a34-43a6-be6e-ece36b6ff2ac,A,Norte,Mobile,0,0,0
889342c3-054b-42bd-a977-302683f31cc1,A,Centro,Mobile,0,0,0
674e0995-274f-4a44-a16a-27b21a4a468f,A,Norte,Mobile,0,0,0
2122de08-b7ca-424f-85b0-22d8b4cfcaff,A,Norte,Mobile,0,0,0
30091302-2761-4881-9e59-929b00939a90,A,Centro,Mobile,1,44.74,40
9e1758b7-b3c5-4628-9c85-f2fee1e70b63,B,Centro,Desktop,0,0,0
452f234f-568c-4c23-b7cb-928fc2566248,A,Norte,Mobile,0,0,0
604e440c-223b-43f8-b316-6a0a544074a3,A,Centro,Desktop,0,0,0
47250442-7848-4cc6-a11d-50c703d35c9b,B,Norte,Mobile,1,76.94,69
bf406b86-20ce-4d48-9771-162b73eeaabe,A,Norte,Desktop,0,0,0
a67e68eb-207d-4824-80d5-8af633e941c5,B,Sur,Desktop,0,0,0
8c8dd05f-4573-48ee-b7a5-5693bd21fa3b,A,Sur,Mobile,0,0,0
cf622cda-d9a5-4620-9d6c-4498260bc393,B,Centro,Desktop,0,0,0
366f34a8-5999-41cb-a234-f0713a74997c,B,Norte,Desktop,0,0,0
921a5e12-4434-4505-b6e5-fe922ae84ce2,A,Norte,Mobile,0,0,0
e50dab29-0c62-49d9-99e2-8a5228b8f9fc,A,Sur,Desktop,0,0,0
2187115a-f17f-44f0-9642-5daf43e17fa8,B,Norte,Mobile,0,0,0
bd784717-2643-4b12-b30b-7b2285e10a39,B,Sur,Mobile,0,0,0
e5fde6d8-7073-4fba-b8bb-c96e355e9e23,B,Norte,Mobile,0,0,0
428e8e05-b8e8-4252-9913-756d29a3e7c9,B,Sur,Mobile,1,80.67,72
185d87af-ded3-4cfa-a636-e177b2247fcd,A,Norte,Mobile,1,51.22,45
51bd428b-48d7-45b9-abf1-433caf2791c9,A,Norte,Desktop,0,0,0
ab86cd7f-fc06-4a8f-89c2-72f6d8afa685,A,Centro,Desktop,0,0,0
6298863e-9a36-4dd9-b491-b24db5fa7471,B,Sur,Desktop,0,0,0
32eea206-161e-4887-a568-6b6a5470614f,B,Sur,Mobile,0,0,0
3b3162bf-950c-408f-925b-747b6f4bca3e,A,Centro,Desktop,0,0,0
909cb2f8-3e80-4054-ad8d-1ec39c79a99a,A,Sur,Mobile,0,0,0
3cb7667d-3e61-48f1-ae06-c0804c6ce74d,A,Centro,Desktop,0,0,0
045012bc-d5f8-4950-8b18-18ac3c2a3edb,A,Sur,Mobile,0,0,0
29444b70-aa68-43bf-8a62-475704d2e796,B,Sur,Desktop,0,0,0
98c93e1d-08d6-4cf0-9312-b0e57ca51a28,B,Centro,Desktop,0,0,0
17fff014-af8a-4a8d-af61-fffdc38be777,B,Centro,Desktop,0,0,0
506ed62f-d5b4-46ed-9381-01620551ba8d,A,Centro,Desktop,0,0,0
3264e148-5dc6-420e-9dcc-507079ae68c5,A,Centro,Desktop,0,0,0
7840071c-a928-45ef-9227-0d0933474aca,B,Sur,Desktop,0,0,0
4cf9043a-8c31-4cc1-bd74-dd9dda196d81,B,Norte,Desktop,0,0,0
68ad8e86-9acb-4bdc-8691-099d498c82d6,B,Norte,Desktop,0,0,0
9eb59145-34c8-4251-a9fd-c7a64f728539,B,Centro,Mobile,1,71.88,64
33b86f11-b0af-4a08-aeaa-8a227d01a2f1,A,Norte,Desktop,0,0,0
c1c82801-ef14-4033-8f92-d834cca7ac53,B,Centro,Mobile,0,0,0
cdbe28f1-b473-4a8d-965b-7aa6c573ec41,A,Sur,Desktop,0,0,0
dfcdc4e2-ae4a-4053-960b-639698261f20,A,Centro,Mobile,0,0,0
522c7904-f30c-4b4d-b6d0-3debeb3c67f1,A,Sur,Desktop,1,70.59,71
7594e27c-4d02-4060-ac91-0855662a0ff7,A,Norte,Mobile,0,0,0
d7c1845c-68ba-4955-8a5e-60ab06528d0d,B,Sur,Mobile,1,63.93,57
903c1629-2a7b-4a30-8813-0eae9e8565f7,A,Centro,Desktop,0,0,0
b0cdc241-6351-41dd-9a82-19e946b6dc51,B,Norte,Mobile,0,0,0
2688c312-fe97-4e9a-93df-7f1637f4db87,B,Centro,Mobile,0,0,0
103e7fb0-8e09-44d5-800e-91c870275742,A,Sur,Desktop,0,0,0
d3d3cd66-66af-4d4b-bc61-4f921e9143fe,A,Norte,Mobile,0,0,0
03cbd22b-55dd-469d-aac6-fd26df20f9d0,B,Centro,Mobile,0,0,0
f05246d6-2635-4d58-8b1f-53d93d1d7cba,A,Sur,Desktop,0,0,0
61d2179b-0390-45b5-80c2-c69b7f62f297,A,Norte,Desktop,0,0,0
4c326855-c97c-4890-b775-52428fa9d287,A,Centro,Mobile,0,0,0
1af64f8a-f18d-427f-80ba-1ab8cd27c6ab,A,Centro,Mobile,0,0,0
c1ba9b5b-6ca0-48af-bd30-a100825c99e3,B,Norte,Mobile,1,74.86,67
c6979d73-03d2-4fe9-bf0d-e5fd622fb425,B,Centro,Mobile,0,0,0
a2a5cee4-aeb4-4a77-b53e-78330af9e290,B,Norte,Mobile,1,64.83,58
80e107f5-9a1b-4760-9c51-2faebd5d72aa,B,Sur,Mobile,1,50.75,45
e16e3028-cb66-48d8-a7bc-8a92ad7959e2,B,Norte,Mobile,0,0,0
ec89e110-7a2d-4864-bc85-ad8c2f5f395b,A,Norte,Desktop,1,95.41,95
e1560f31-61c2-4900-af8b-3033604dcfd5,B,Centro,Mobile,0,0,0
55175451-3875-49d0-8653-7cdf46c9e2c3,B,Norte,Mobile,0,0,0
eda29e3b-2193-4293-8050-3dc13c3bd6ca,B,Norte,Desktop,0,0,0
a0e2a049-267b-4c14-91ac-8150c7709bbc,B,Sur,Mobile,0,0,0
ae8f1aaf-8de5-4c47-8b5c-8093ee1adfa9,A,Sur,Desktop,0,0,0
a970ec9b-79c5-4a1e-8d5f-b8bff3faa900,A,Sur,Mobile,0,0,0
8861a8af-7e5c-40da-b72f-e24400409492,A,Centro,Mobile,0,0,0
f3ff1b38-78dd-48be-b138-c72283626b9f,A,Sur,Mobile,0,0,0
ef42b763-bad3-4ac8-8650-584f4a7a9a7f,B,Sur,Mobile,0,0,0
a1822331-ae97-442e-8afb-6ad9dd303236,B,Centro,Desktop,0,0,0
674e6ea1-c165-4b15-8133-fdae3e6372b3,A,Norte,Desktop,0,0,0
28639dcc-8228-4ef6-8edd-e6195cba5247,B,Norte,Mobile,0,0,0
cff1a96f-2d12-4c00-931c-a0c45380ce86,A,Centro,Mobile,0,0,0
9b72fd2c-eed5-4b75-8f84-ba8828ebdab2,A,Sur,Mobile,0,0,0
003bc16c-173f-41b6-a595-fc5846317ff5,A,Centro,Desktop,0,0,0
5685f113-55f6-478c-8d77-93cab78c6c8b,A,Centro,Mobile,0,0,0
24f65f38-9666-4d39-84e5-aa2242da73bb,B,Norte,Mobile,0,0,0
319db48b-df84-4f1d-842e-de8eb72e7bc3,A,Norte,Mobile,0,0,0
9e3c46ea-7de0-406e-8fbc-cfd274ca9a18,B,Centro,Mobile,0,0,0
bfc53a73-6cc9-4cac-9086-d814f27df693,B,Sur,Mobile,0,0,0
45db62f9-4eaa-49ac-acff-288485aec1db,A,Norte,Desktop,0,0,0
30d02679-0b09-49c8-8e65-36853187f72f,B,Sur,Desktop,0,0,0
7b5d6170-1727-4d34-ad60-85dc648c6f16,B,Norte,Desktop,0,0,0
7eb825f7-1e57-470c-b7b4-775b080c9728,A,Centro,Mobile,0,0,0
bff49b79-eb22-480d-a569-dfa31c4bfa61,A,Centro,Mobile,0,0,0
4a022c8b-038a-4204-9bce-b34161a4b8a0,A,Sur,Mobile,1,73.66,66
abb2895b-a282-484f-9bb6-2118981d2e2d,A,Norte,Desktop,0,0,0
5dda23a6-d9e1-4183-8df5-095757062786,A,Norte,Mobile,1,67.48,60
8a5650c4-6d1d-4f94-9f06-f731a4b29386,B,Norte,Mobile,0,0,0
13c7f83a-862f-4d84-b635-45fc2e08b74b,B,Sur,Desktop,1,85.47,85
bbc217ff-eaff-4244-aa55-2a469d335a41,A,Norte,Mobile,0,0,0
d3567f45-c09c-4ea6-ba35-99c2af98dd80,A,Norte,Mobile,0,0,0
8d34c135-3d64-4bc4-94d7-4b25bd7d7c26,B,Centro,Mobile,0,0,0
a6fee21a-1211-4375-8c2e-90e91cbe947a,A,Centro,Mobile,0,0,0
013e3d9c-9cb1-4bd4-b831-9bfff8da7529,A,Sur,Mobile,0,0,0
1e8b94b8-c4ed-41fc-a728-255271aa33d6,A,Sur,Mobile,0,0,0
65ebf988-c59d-47d4-ba47-cdd0aafe8173,B,Centro,Mobile,0,0,0
68899ac8-3a2a-4a64-82ee-a4a6926298ec,A,Sur,Mobile,0,0,0
0ec7b3f2-ce44-4348-8956-215b168ddf24,B,Centro,Mobile,0,0,0
e6eeb5e1-37c5-473d-99d7-f5d09f7278d0,B,Norte,Desktop,0,0,0
7d3df0d9-12c2-4b4a-9690-649efafe1c76,A,Sur,Mobile,0,0,0
515900ac-2bcb-4174-99dd-7cf79daf44c9,B,Centro,Mobile,1,60.3,54
9a848d1b-f136-47ab-bf79-648b0b9e5a25,A,Centro,Desktop,0,0,0
f468817c-c702-4607-96b4-bf341a6f2024,B,Centro,Mobile,0,0,0
c3312c55-b97b-43b5-8e8d-88c2e50866cd,B,Centro,Mobile,0,0,0
e0c5a359-2168-4556-88f5-a867fd9ae965,B,Norte,Mobile,0,0,0
7c353f1e-60fd-4178-bf6b-711f8a5ce4e7,A,Centro,Desktop,0,0,0
94ce89dd-7eff-4c15-b837-cd5b32073710,B,Sur,Desktop,0,0,0
357b7b26-5234-4b57-b97e-c4a38714ad55,A,Centro,Desktop,0,0,0
619551ed-2498-49fd-bf2d-ceaec2e1ba99,A,Norte,Desktop,0,0,0
aebad626-ce0e-4b68-81d3-d56d0f0a3430,A,Sur,Mobile,0,0,0
6aa41ca0-2515-4e27-8cb7-2c285b830a6e,B,Norte,Desktop,0,0,0
b442511a-8e81-4e4c-94d1-a004449a31fe,B,Norte,Mobile,0,0,0
ad10183b-b98f-4ccc-a188-b1f333e50468,A,Norte,Mobile,0,0,0
346c003d-6daa-4d48-a54f-1a3c71c1bcda,B,Norte,Mobile,0,0,0
0695dd52-c7e8-4c3d-b9b3-4373541246c7,A,Centro,Mobile,0,0,0
49cdbe9e-331e-48c4-8113-856d5287bad8,B,Centro,Mobile,0,0,0
9a041fc5-2814-4a4e-af4d-1dd0a35555ea,A,Sur,Mobile,1,47.25,42
5018611d-f929-4350-b20e-b768d3e5075c,B,Sur,Desktop,0,0,0
5ceb6b13-47c2-4fdd-9768-e0051aa719e2,A,Sur,Mobile,0,0,0
b5aba350-71e6-4274-9a08-f253e2a3c942,B,Centro,Desktop,0,0,0
952ae9df-c137-4fe3-92c6-c9d9b64733c9,A,Centro,Mobile,0,0,0
498d76ba-8654-42d6-96ad-00927bf9c4ea,A,Sur,Desktop,0,0,0
79f1a83f-fc2d-4c68-bc24-9db54e9fe627,A,Centro,Mobile,0,0,0
01792a0c-f83d-4d13-84c4-a12809a848b2,B,Sur,Desktop,0,0,0
195c5493-5453-47dd-8307-b14042011066,B,Centro,Mobile,0,0,0
acd0f646-433c-476e-8c0d-1354389801b3,A,Norte,Mobile,0,0,0
c09c510b-24ea-42b8-9451-ea83cd9b0c02,B,Centro,Desktop,0,0,0
29a2840f-34ef-45a5-9f1f-f49987b80b46,B,Centro,Desktop,0,0,0
e253a2a8-deb4-4b8e-98c3-0882c539f307,B,Centro,Mobile,0,0,0
a5d433ea-e8f2-44b1-9002-1e374bb792ba,B,Norte,Mobile,0,0,0
ad3f0ff2-d672-410b-83ce-b4022703cd8e,A,Centro,Mobile,0,0,0
82942757-f2cb-4455-9001-c3342ca171ca,A,Sur,Mobile,0,0,0
b969930c-3641-4169-85fe-85fc7c4bf264,B,Sur,Desktop,1,70.47,70
ddfa7863-495b-4ca9-a012-814bc0713342,B,Norte,Mobile,1,64.05,57
cf356f7d-c935-4775-86e2-55188ac731d2,B,Norte,Desktop,0,0,0
71abae6e-339d-4b1b-b8fe-79d1a1a7cbdb,A,Centro,Desktop,0,0,0
5df13ac2-fb24-41a9-9488-f7105e1a359d,A,Centro,Mobile,0,0,0
468726f9-63fd-4eae-957f-26dd12f4e517,B,Norte,Mobile,0,0,0
1e9f2638-78cb-4ea0-829b-d180b4b35db6,B,Norte,Mobile,0,0,0
f09723d0-a09f-482e-ad5c-6c5ed6a18854,B,Sur,Desktop,0,0,0
01585a93-e671-4bb2-82f1-aa710e814c16,B,Sur,Mobile,0,0,0
6b7a4dc2-a265-4f53-b0ec-305e961778be,B,Centro,Mobile,1,51.89,46
a1481e00-f490-4723-8468-52973d4c8b4c,A,Centro,Mobile,0,0,0
bd3d78cc-1c00-48d2-aa03-3f1b1a225a94,A,Centro,Mobile,0,0,0
ba20ca6e-9328-4a95-b934-2900c86ffb17,B,Norte,Mobile,0,0,0
dd29d937-0866-43a2-8674-14ee47fa88cb,B,Centro,Mobile,0,0,0
d558d2ac-a4b8-4632-b8f0-401f2bbc794e,A,Norte,Mobile,0,0,0
d10fc6da-2ac2-4c63-8970-d68eb0dfbb1a,A,Centro,Desktop,0,0,0
e374e35a-eb13-451e-990f-48a0d3306bfc,B,Norte,Mobile,0,0,0
cf2c0316-7a6d-4378-a777-7c68c3464a93,A,Centro,Desktop,0,0,0
4f289e14-8f75-4a88-af6c-87aff3ab10cf,A,Centro,Mobile,0,0,0
cf16ccd3-5f2d-4b39-a019-753a1761b79a,B,Norte,Desktop,0,0,0
2b72f986-361d-4a88-9c81-4634bd1f8623,B,Norte,Mobile,0,0,0
26c10744-125b-43e9-a48d-c9d8714a1b65,B,Norte,Mobile,0,0,0
91b24242-9c8b-43b0-8fec-efbfe557788c,A,Centro,Desktop,0,0,0
14ab3fb1-e0fd-4049-abb6-120983ed5e1e,B,Norte,Desktop,0,0,0
4caed40a-befe-4645-b3e9-e842baea92df,A,Norte,Mobile,0,0,0
8dcb6a4a-280d-4741-923f-32e2a66c224c,A,Centro,Mobile,0,0,0
031c6a1a-edb4-4fdf-9035-171e2379bdc0,B,Sur,Desktop,0,0,0
27c7f4a4-8393-4508-b977-c4eb819f8380,B,Norte,Mobile,0,0,0
511892ef-fb01-4915-b9f9-2b08f76c8bcc,B,Centro,Desktop,0,0,0
1920df2a-a7a6-4377-8377-6f3e529a221d,B,Sur,Desktop,0,0,0
6b42edfc-efa2-4faf-a705-ec867782d670,B,Sur,Mobile,0,0,0
1b164373-b9b8-4758-96b8-51b86651bb3a,A,Norte,Desktop,0,0,0
a6a744f3-abf0-48c3-93b8-896650cd3e72,A,Sur,Mobile,0,0,0
d6758663-f2d7-4112-94ab-e384a2387881,A,Centro,Desktop,0,0,0
1b44d885-7d83-4398-a272-0d2bf7c20285,A,Sur,Mobile,0,0,0
15c50153-70b5-44a3-af3f-fe33bb439c11,B,Centro,Mobile,0,0,0
83d09cb2-b8c2-4afb-9d63-5383d2999afa,A,Sur,Desktop,0,0,0
6990cde6-afd6-430c-90c0-19676da9825c,B,Sur,Mobile,0,0,0
b7764df8-d275-4561-b257-576850ba2404,B,Centro,Desktop,0,0,0
4183ccc6-7f2b-4776-aae5-30d988402e99,B,Sur,Mobile,0,0,0
b77977fc-cb78-4690-958c-e6560cdeaf40,B,Norte,Mobile,1,94.42,84
2def7813-2f4b-4c12-a432-d2b5b175eea2,B,Norte,Mobile,0,0,0
f6255eb3-502e-4185-bd07-64c4d8a926b2,A,Centro,Desktop,0,0,0
6b131de6-c4c7-46fd-8117-fa2da141a11a,A,Sur,Mobile,0,0,0
dff36811-1dd3-4eba-908a-1ec29d607e22,B,Centro,Desktop,0,0,0
f58a93af-68b0-4e15-a008-523ee4f9fe21,A,Centro,Mobile,0,0,0
896263d7-4c55-4360-99b7-0c0d093606ee,A,Centro,Mobile,0,0,0
b9a67f2c-357a-4f97-ba7d-86c2c8ef1167,B,Norte,Desktop,0,0,0
8ddf54fc-31cc-4fdd-8b1b-734754ca746b,A,Norte,Mobile,0,0,0
cc898c3d-a983-4371-9e57-bc9a67eab1a1,B,Centro,Mobile,0,0,0
68ab818e-67da-47ed-8186-b8f595ad99eb,B,Sur,Desktop,0,0,0
3153a71f-2acd-438e-b920-48b75e410452,B,Norte,Mobile,0,0,0
82c3cd3c-43d5-4b21-b608-52e71f3a3bae,A,Centro,Desktop,1,56.62,57
e89351cb-8e27-4e4d-9078-d25b1bf2f049,A,Norte,Desktop,0,0,0
481d9018-95a2-4564-bb61-8688301c916b,B,Norte,Mobile,0,0,0
120ac8a7-d19b-46ef-b2e3-917bc7ddee56,A,Norte,Desktop,0,0,0
ea0b6691-6d48-4f16-b80f-165d60347d07,B,Centro,Desktop,0,0,0
a2a7292f-6f14-44f8-a310-b21d2e6342e5,B,Norte,Desktop,0,0,0
de1ea701-ed96-4a83-a5c8-7ee565ca68ff,B,Norte,Mobile,0,0,0
206e07be-57a8-48d8-8839-49d95179f6d5,A,Sur,Desktop,0,0,0
2f696b30-37b8-4c76-a8f1-5ed282c491f9,A,Sur,Desktop,0,0,0
5cc9e088-852f-4bcd-a8e2-b52e272e839d,B,Norte,Mobile,0,0,0
aa7c39b1-8ebd-465f-b2bc-86fa487cf864,A,Centro,Mobile,1,46.9,42
85461ccd-6263-4436-83f1-f388f844b99c,A,Norte,Mobile,1,29.06,26
9b76f963-1b0b-48ea-8692-6fd2c6bf9850,B,Sur,Desktop,0,0,0
50eab2d4-100f-4e31-8c4f-a978d9b444ac,B,Centro,Desktop,0,0,0
3252b1b9-177e-4bdf-a2d4-e3e2e5066501,B,Sur,Mobile,0,0,0
db8e0ca5-8394-4d15-940b-60affaa7d077,B,Norte,Desktop,0,0,0
3c4aee4a-2360-4f90-81e2-69c0f7db59fd,A,Centro,Mobile,0,0,0
53b35ac0-a6b3-42d4-b519-0bf43e048ca7,B,Centro,Mobile,1,68.3,61
4062ebb9-ab90-45ec-8db9-1b418879b1f9,B,Norte,Mobile,0,0,0
0183ba28-5616-4a5c-abeb-9b07816270b9,A,Norte,Mobile,0,0,0
6016bdfe-d5c0-4ba4-a63a-0eb449d80c7f,B,Centro,Mobile,1,68.77,62
cea55d7a-e590-4b1b-93c9-dd454de63c72,B,Centro,Desktop,1,65.03,65
3a0aa5ae-a272-4818-8786-09a3e5f98990,B,Norte,Mobile,0,0,0
dd05d97a-daec-428d-8ea3-fe7a797bc90f,B,Centro,Mobile,0,0,0
21f99189-b4a0-4e17-8799-733a899adeef,B,Norte,Desktop,0,0,0
f13d842b-f647-46c1-95bc-948a5af512bf,A,Norte,Desktop,0,0,0
3e90fe95-84a5-438c-88b0-bc1ded82ade7,A,Centro,Desktop,0,0,0
0b1b4bd9-0382-4fe8-9ab2-58485c572321,B,Norte,Mobile,0,0,0
87297ddf-607b-427d-a9bd-d7b9c9a9c421,B,Centro,Desktop,0,0,0
e59d77c2-8b82-47bf-a139-5ac1283843d7,B,Norte,Mobile,0,0,0
2fa6db78-9763-481f-b4f1-5886b9194ece,B,Centro,Mobile,0,0,0
7f7ad368-2001-4471-8d9f-96065c1704a0,B,Centro,Desktop,0,0,0
0331ed69-385a-4c5e-ac96-7fa91d15ef27,B,Sur,Mobile,0,0,0
f271ab24-1461-4f80-9ffc-b82d6d163c4e,B,Norte,Desktop,0,0,0
f4ac19ac-8a70-419e-99d8-292a6e4234ab,B,Centro,Desktop,0,0,0
a7091a1e-483a-4e29-9f78-72af8a77d515,B,Norte,Mobile,1,49.85,45
a9cc4a4e-24e0-4617-9b02-d530f3c31995,B,Centro,Desktop,1,76.2,76
61aae5d1-8bd4-4a2a-a221-c9e472f9f0bb,B,Centro,Mobile,0,0,0
701509a3-87f6-46d3-b2a0-b4e2d645863f,A,Norte,Mobile,0,0,0
5fe4f84e-728c-4ad0-981c-016270a992d0,A,Centro,Desktop,0,0,0
c74716f2-5fbe-407b-9fed-26bd36b1d046,A,Norte,Desktop,0,0,0
eaf2ef47-b947-46ff-86d4-051c2213fd8a,B,Norte,Mobile,1,81.23,72
ef4c433b-9e8b-411b-b6da-de922a27ec13,A,Norte,Desktop,0,0,0
3f5e2132-b36c-402e-97a9-3b9a378c3ec6,A,Centro,Mobile,0,0,0
857606a9-a64a-48d4-9bfe-85f254b0483d,B,Sur,Mobile,0,0,0
d506328b-12be-45db-a7a0-053c71f98a8d,A,Norte,Desktop,0,0,0
d1d7fe60-a11e-4c97-809c-eec065a5209c,B,Centro,Mobile,0,0,0
c465b339-a7c1-46db-ba7e-acc352371a59,A,Norte,Desktop,0,0,0
0c58c75c-80cf-455d-b77a-ae63228ec245,A,Norte,Desktop,1,62.48,62
e7ab39cf-2af1-4c2e-9cbe-3b6a71a914aa,B,Sur,Desktop,0,0,0
70736d59-b3d3-4620-a3ef-f7c430ca59d6,A,Centro,Desktop,0,0,0
0e5390dd-dd49-4ef9-8a98-a880277560ec,A,Norte,Desktop,1,55.36,55
babd96ec-8930-4331-9468-ce5a633b081c,B,Norte,Desktop,1,63.09,63
8254f486-efb3-419d-90df-bfad3ead644a,B,Sur,Mobile,0,0,0
b9e5ea27-6fbe-4a5d-8265-6bb961d80f7a,A,Norte,Desktop,0,0,0
ac54b8de-ddeb-4cd2-885f-ee2d7c3e09f7,B,Norte,Mobile,0,0,0
c7af0f5b-2a8c-451d-b275-cc24c6f72328,A,Centro,Mobile,0,0,0
29ffb9ab-06e9-4931-9320-57521dc671ce,A,Centro,Mobile,0,0,0
5068d784-cfac-4131-88c3-07d2f7dc4733,B,Centro,Desktop,0,0,0
efba3c7d-f75a-47e0-b159-af0a506557d5,B,Sur,Mobile,0,0,0
bc1fffb2-5abf-4b92-bb02-c7f2ca6d60b3,B,Norte,Mobile,0,0,0
1c68ad0e-8c30-4196-822c-aba4a2e2aa96,B,Centro,Mobile,0,0,0
ff4b9898-4aa8-43ec-86d8-680f09ab2290,B,Norte,Mobile,0,0,0
e267141c-f4e5-4b64-8e06-e49e835e6b9c,B,Centro,Mobile,0,0,0
625c5ad4-1012-4ec9-9165-d7ff95d01d6e,A,Sur,Desktop,0,0,0
5aabebae-b76b-4768-916f-375a98a2c318,B,Centro,Mobile,1,62.43,55
8220d461-32c5-480c-9835-9ee64f4c628f,A,Centro,Desktop,0,0,0
dff2a4f7-6b2b-4401-ad0c-d58e4e6aff34,A,Sur,Mobile,0,0,0
2b25bae9-d3ca-4276-90b1-9cab8ab0c303,A,Norte,Mobile,0,0,0
1e70e946-58d3-49d3-a2ac-cc5ab83d2f98,A,Centro,Desktop,0,0,0
a08030ad-043c-4aba-8200-2d48126e4f20,B,Sur,Mobile,0,0,0
